"Reservoir","Site","Site_code","Date","Depth_m","Distance","Dry_start","Dry_end","Max_Depth_Site_m","Temp_C","DO_mgL","DOsat_percent","SpCond_uScm"
"CCR",50,"P2",2024-09-30,14.5,1527.3528,NA,NA,20,14.278,3.955,38.885,126.987
"CCR",50,"P2",2024-09-30,14.6,1527.3528,NA,NA,20,14.2709,3.9823,38.726,127.006
"CCR",50,"P2",2024-09-30,14.7,1527.3528,NA,NA,20,14.2613,3.9502,37.381,127.077
"CCR",50,"P2",2024-09-30,14.8,1527.3528,NA,NA,20,14.2561,3.787,35.556,127.05
"CCR",50,"P2",2024-09-30,14.9,1527.3528,NA,NA,20,14.2541,3.6273,35.541,127.068
"CCR",50,"P2",2024-09-30,15,1527.3528,NA,NA,20,14.249,3.6453,35.092,126.949
"CCR",50,"P2",2024-09-30,15.1,1527.3528,NA,NA,20,14.2455,3.6166,34.469,126.933
"CCR",50,"P2",2024-09-30,15.2,1527.3528,NA,NA,20,14.2419,3.5735,34.16,126.94
"CCR",50,"P2",2024-09-30,15.3,1527.3528,NA,NA,20,14.2372,3.5326,33.9,126.934
"CCR",50,"P2",2024-09-30,15.4,1527.3528,NA,NA,20,14.2318,3.4877,33.596,127.012
"CCR",50,"P2",2024-09-30,15.5,1527.3528,NA,NA,20,14.2275,3.4526,33.423,126.963
"CCR",50,"P2",2024-09-30,15.6,1527.3528,NA,NA,20,14.2242,3.4264,33.34,127.028
"CCR",50,"P2",2024-09-30,15.7,1527.3528,NA,NA,20,14.2233,3.4179,33.496,126.937
"CCR",50,"P2",2024-09-30,15.8,1527.3528,NA,NA,20,14.2203,3.428,33.641,126.998
"CCR",50,"P2",2024-09-30,15.9,1527.3528,NA,NA,20,14.216,3.4455,33.721,126.985
"CCR",50,"P2",2024-09-30,16,1527.3528,NA,NA,20,14.2103,3.4561,33.757,127.028
"CCR",50,"P2",2024-09-30,16.1,1527.3528,NA,NA,20,14.2042,3.4608,33.73,127.206
"CCR",50,"P2",2024-09-30,16.2,1527.3528,NA,NA,20,14.2004,3.463,33.541,127.2
"CCR",50,"P2",2024-09-30,16.3,1527.3528,NA,NA,20,14.1955,3.4537,32.677,127.159
"CCR",50,"P2",2024-09-30,16.4,1527.3528,NA,NA,20,14.1935,3.4187,31.964,127.108
"CCR",50,"P2",2024-09-30,16.5,1527.3528,NA,NA,20,14.1916,3.3523,31.458,127.16
"CCR",50,"P2",2024-09-30,16.6,1527.3528,NA,NA,20,14.188,3.2794,31.275,127.179
"CCR",50,"P2",2024-09-30,16.7,1527.3528,NA,NA,20,14.1829,3.2279,31.284,127.133
"CCR",50,"P2",2024-09-30,16.8,1527.3528,NA,NA,20,14.1775,3.2094,31.352,127.035
"CCR",50,"P2",2024-09-30,16.9,1527.3528,NA,NA,20,14.1741,3.2088,31.385,126.981
"CCR",50,"P2",2024-09-30,17,1527.3528,NA,NA,20,14.1699,3.2109,31.408,126.917
"CCR",50,"P2",2024-09-30,17.1,1527.3528,NA,NA,20,14.1599,3.2187,31.405,126.6
"CCR",50,"P2",2024-09-30,17.2,1527.3528,NA,NA,20,14.1548,3.2223,31.381,126.206
"CCR",50,"P2",2024-09-30,17.3,1527.3528,NA,NA,20,14.1477,3.226,31.28,124.315
"CCR",50,"P2",2024-09-30,18.7,1527.3528,NA,NA,20,13.747,1.2418,4.246,133.858
"CCR",50,"P2",2024-09-30,18.8,1527.3528,NA,NA,20,13.7168,0.8402,1.589,135.614
"CCR",50,"P2",2024-09-30,18.9,1527.3528,NA,NA,20,13.6965,0.44,0.791,138.776
"CCR",88,"P1",2024-09-30,0.1,1013.7648,NA,NA,11,22.2685,6.8914,82.5,115.235
"CCR",88,"P1",2024-09-30,0.2,1013.7648,NA,NA,11,21.8331,5.2056,67.308,114.981
"CCR",88,"P1",2024-09-30,0.3,1013.7648,NA,NA,11,22.2457,9.536,109.655,115.172
"CCR",88,"P1",2024-09-30,0.4,1013.7648,NA,NA,11,22.3392,7.4023,85.498,115.322
"CCR",88,"P1",2024-09-30,0.5,1013.7648,NA,NA,11,22.3683,7.165,78.608,114.688
"CCR",88,"P1",2024-09-30,0.6,1013.7648,NA,NA,11,22.3057,6.8073,78.042,114.874
"CCR",88,"P1",2024-09-30,0.7,1013.7648,NA,NA,11,22.329,6.7458,76.411,114.688
"CCR",88,"P1",2024-09-30,0.8,1013.7648,NA,NA,11,22.3476,6.6382,76.083,114.642
"CCR",88,"P1",2024-09-30,0.9,1013.7648,NA,NA,11,22.2597,6.3473,71.505,114.682
"CCR",88,"P1",2024-09-30,1,1013.7648,NA,NA,11,22.2064,5.7587,65,114.87
"CCR",88,"P1",2024-09-30,1.1,1013.7648,NA,NA,11,22.2225,5.6984,65.782,114.707
"CCR",88,"P1",2024-09-30,1.2,1013.7648,NA,NA,11,22.2402,5.53,66.072,115.361
"CCR",88,"P1",2024-09-30,1.3,1013.7648,NA,NA,11,22.3261,6.3843,103.944,115.791
"CCR",88,"P1",2024-09-30,1.4,1013.7648,NA,NA,11,22.4108,9.9764,114.937,115.836
"CCR",88,"P1",2024-09-30,1.5,1013.7648,NA,NA,11,22.4181,8.8267,101.071,115.881
"CCR",88,"P1",2024-09-30,1.6,1013.7648,NA,NA,11,22.418,8.7053,100.297,115.764
"CCR",88,"P1",2024-09-30,1.7,1013.7648,NA,NA,11,22.4183,8.6938,100.181,115.741
"CCR",88,"P1",2024-09-30,1.8,1013.7648,NA,NA,11,22.4181,8.6903,100.587,115.787
"CCR",88,"P1",2024-09-30,1.9,1013.7648,NA,NA,11,22.4183,8.7252,100.353,115.776
"CCR",88,"P1",2024-09-30,2,1013.7648,NA,NA,11,22.4182,8.7267,100.571,115.717
"CCR",88,"P1",2024-09-30,2.1,1013.7648,NA,NA,11,22.4178,8.6695,100.354,115.824
"CCR",88,"P1",2024-09-30,2.2,1013.7648,NA,NA,11,22.4184,8.7112,100.793,115.842
"CCR",88,"P1",2024-09-30,2.3,1013.7648,NA,NA,11,22.4182,8.7427,100.56,115.802
"CCR",88,"P1",2024-09-30,2.4,1013.7648,NA,NA,11,22.4179,8.7034,100.481,115.575
"CCR",88,"P1",2024-09-30,2.5,1013.7648,NA,NA,11,22.4176,8.728,100.887,110.821
"CCR",88,"P1",2024-09-30,2.7,1013.7648,NA,NA,11,22.4175,8.7069,100.512,115.888
"CCR",88,"P1",2024-09-30,2.7,1013.7648,NA,NA,11,22.4176,8.7218,100.666,115.889
"CCR",88,"P1",2024-09-30,2.8,1013.7648,NA,NA,11,22.4163,8.7367,100.547,115.884
"CCR",88,"P1",2024-09-30,2.9,1013.7648,NA,NA,11,22.4177,8.7174,100.641,115.783
"CCR",88,"P1",2024-09-30,3,1013.7648,NA,NA,11,22.4181,8.7246,100.525,115.836
"CCR",88,"P1",2024-09-30,3.1,1013.7648,NA,NA,11,22.4176,8.7151,100.562,115.851
"CCR",88,"P1",2024-09-30,3.2,1013.7648,NA,NA,11,22.417,8.7378,100.804,115.822
"CCR",88,"P1",2024-09-30,3.3,1013.7648,NA,NA,11,22.4139,8.7368,100.652,115.771
"CCR",88,"P1",2024-09-30,3.4,1013.7648,NA,NA,11,22.4119,8.6922,100.472,115.689
"CCR",88,"P1",2024-09-30,3.5,1013.7648,NA,NA,11,22.413,8.6833,100.093,115.616
"CCR",88,"P1",2024-09-30,3.6,1013.7648,NA,NA,11,22.4122,8.6993,100.062,115.61
"CCR",88,"P1",2024-09-30,3.7,1013.7648,NA,NA,11,22.4106,8.6823,99.937,115.578
"CCR",88,"P1",2024-09-30,3.8,1013.7648,NA,NA,11,22.4105,8.69,100.281,115.619
"CCR",88,"P1",2024-09-30,3.9,1013.7648,NA,NA,11,22.4105,8.6576,99.834,115.572
"CCR",88,"P1",2024-09-30,4,1013.7648,NA,NA,11,22.4102,8.6845,99.707,115.473
"CCR",88,"P1",2024-09-30,4.1,1013.7648,NA,NA,11,22.4087,8.6364,99.537,115.246
"CCR",88,"P1",2024-09-30,4.2,1013.7648,NA,NA,11,22.3952,8.6207,98.88,114.913
"CCR",88,"P1",2024-09-30,4.3,1013.7648,NA,NA,11,22.3921,8.5903,99.052,114.797
"CCR",88,"P1",2024-09-30,4.4,1013.7648,NA,NA,11,22.3869,8.5694,99.204,109.99
"CCR",88,"P1",2024-09-30,4.6,1013.7648,NA,NA,11,22.3842,8.6152,99.012,114.864
"CCR",88,"P1",2024-09-30,4.6,1013.7648,NA,NA,11,22.3811,8.5916,98.82,114.68
"CCR",88,"P1",2024-09-30,4.7,1013.7648,NA,NA,11,22.342,8.4775,97.451,113.873
"CCR",88,"P1",2024-09-30,4.8,1013.7648,NA,NA,11,22.3037,8.4219,95.963,112.189
"CCR",88,"P1",2024-09-30,4.9,1013.7648,NA,NA,11,22.168,8.1368,92.37,110.787
"CCR",88,"P1",2024-09-30,5,1013.7648,NA,NA,11,22.0456,7.8966,89.43,106.715
"CCR",88,"P1",2024-09-30,5.1,1013.7648,NA,NA,11,21.9328,7.6345,86.365,102.682
"CCR",88,"P1",2024-09-30,5.2,1013.7648,NA,NA,11,21.5986,7.1426,79.66,97.269
"CCR",88,"P1",2024-09-30,5.3,1013.7648,NA,NA,11,21.4232,6.8483,77.883,97.006
"CCR",88,"P1",2024-09-30,5.4,1013.7648,NA,NA,11,21.2965,7.053,79.054,98.192
"CCR",88,"P1",2024-09-30,5.5,1013.7648,NA,NA,11,21.1422,6.7304,75.517,100.977
"CCR",88,"P1",2024-09-30,5.6,1013.7648,NA,NA,11,21.1838,6.7565,76.92,101.497
"CCR",88,"P1",2024-09-30,5.7,1013.7648,NA,NA,11,21.1315,6.6853,74.135,106.635
"CCR",88,"P1",2024-09-30,5.8,1013.7648,NA,NA,11,20.8047,5.8948,65.62,109.765
"CCR",88,"P1",2024-09-30,5.9,1013.7648,NA,NA,11,20.6566,5.832,65.56,108.443
"CCR",88,"P1",2024-09-30,6,1013.7648,NA,NA,11,20.5548,5.9436,66.227,106.783
"CCR",88,"P1",2024-09-30,6.1,1013.7648,NA,NA,11,20.4878,5.8513,65.318,106.565
"CCR",88,"P1",2024-09-30,6.2,1013.7648,NA,NA,11,20.4557,5.8737,64.24,109.248
"CCR",88,"P1",2024-09-30,6.3,1013.7648,NA,NA,11,20.361,5.5085,59.217,113.222
"CCR",88,"P1",2024-09-30,6.4,1013.7648,NA,NA,11,20.3351,5.1316,56.604,115.714
"CCR",88,"P1",2024-09-30,6.5,1013.7648,NA,NA,11,20.3584,5.3675,60.325,117.074
"CCR",88,"P1",2024-09-30,6.6,1013.7648,NA,NA,11,20.2501,4.8126,52.302,121.339
"CCR",88,"P1",2024-09-30,6.7,1013.7648,NA,NA,11,20.2472,4.7778,54.128,120.679
"CCR",88,"P1",2024-09-30,6.8,1013.7648,NA,NA,11,20.1188,4.7613,50.758,123.776
"CCR",88,"P1",2024-09-30,6.9,1013.7648,NA,NA,11,19.9286,4.4718,49.767,122.034
"CCR",88,"P1",2024-09-30,7,1013.7648,NA,NA,11,19.822,4.4978,49.104,122.433
"CCR",88,"P1",2024-09-30,7.1,1013.7648,NA,NA,11,19.7631,4.3599,47.865,124.108
"CCR",88,"P1",2024-09-30,7.2,1013.7648,NA,NA,11,19.688,4.2588,45.804,124.048
"CCR",88,"P1",2024-09-30,7.3,1013.7648,NA,NA,11,19.6097,4.1965,45.856,122.907
"CCR",88,"P1",2024-09-30,7.4,1013.7648,NA,NA,11,19.446,4.3523,48.293,122.094
"CCR",88,"P1",2024-09-30,7.5,1013.7648,NA,NA,11,19.3284,4.2238,44.997,123.502
"CCR",88,"P1",2024-09-30,7.6,1013.7648,NA,NA,11,19.3487,4.0945,45.637,123.025
"CCR",88,"P1",2024-09-30,7.7,1013.7648,NA,NA,11,19.1423,4.1946,42.736,123.498
"CCR",88,"P1",2024-09-30,7.8,1013.7648,NA,NA,11,19.0943,3.8013,41.114,123.449
"CCR",88,"P1",2024-09-30,7.9,1013.7648,NA,NA,11,18.8602,3.8232,39.939,122.517
"CCR",88,"P1",2024-09-30,8,1013.7648,NA,NA,11,18.4122,3.8112,36.666,122.464
"CCR",88,"P1",2024-09-30,8.1,1013.7648,NA,NA,11,17.7988,3.4822,32.188,123.28
"CCR",88,"P1",2024-09-30,8.2,1013.7648,NA,NA,11,17.2937,3.0895,29.636,123.894
"CCR",88,"P1",2024-09-30,8.3,1013.7648,NA,NA,11,17.5802,3.0237,34.764,123.702
"CCR",88,"P1",2024-09-30,8.4,1013.7648,NA,NA,11,16.7675,3.4385,33.059,125.396
"CCR",88,"P1",2024-09-30,8.5,1013.7648,NA,NA,11,16.0337,3.2083,33.079,126.138
"CCR",88,"P1",2024-09-30,8.6,1013.7648,NA,NA,11,15.7928,3.608,36.778,126.146
"CCR",88,"P1",2024-09-30,8.7,1013.7648,NA,NA,11,15.7546,3.669,36.727,126.276
"CCR",88,"P1",2024-09-30,8.8,1013.7648,NA,NA,11,15.6782,3.5401,36.312,126.15
"CCR",88,"P1",2024-09-30,8.9,1013.7648,NA,NA,11,15.7228,3.5857,36.052,126.083
"CCR",88,"P1",2024-09-30,9,1013.7648,NA,NA,11,15.5323,3.6187,36.516,126.416
"CCR",88,"P1",2024-09-30,9.1,1013.7648,NA,NA,11,15.3213,3.6434,36.316,126.685
"CCR",88,"P1",2024-09-30,9.2,1013.7648,NA,NA,11,15.129,3.7392,37.226,126.62
"CCR",88,"P1",2024-09-30,9.3,1013.7648,NA,NA,11,14.943,3.7429,36.974,126.818
"CCR",88,"P1",2024-09-30,9.4,1013.7648,NA,NA,11,14.7438,3.7518,37.326,126.968
"CCR",88,"P1",2024-09-30,9.5,1013.7648,NA,NA,11,14.6836,3.8161,37.816,126.902
"CCR",88,"P1",2024-09-30,9.6,1013.7648,NA,NA,11,14.6757,3.8314,37.583,126.915
"CCR",88,"P1",2024-09-30,9.7,1013.7648,NA,NA,11,14.6642,3.8093,37.507,126.993
"CCR",88,"P1",2024-09-30,9.8,1013.7648,NA,NA,11,14.6509,3.8076,37.399,127.033
"CCR",88,"P1",2024-09-30,9.9,1013.7648,NA,NA,11,14.6355,3.7989,37.388,126.967
"CCR",88,"P1",2024-09-30,10,1013.7648,NA,NA,11,14.5968,3.7881,37.008,127
"CCR",88,"P1",2024-09-30,10.1,1013.7648,NA,NA,11,14.5905,3.7498,36.941,127.003
"CCR",88,"P1",2024-09-30,10.2,1013.7648,NA,NA,11,14.5846,3.7637,36.914,126.965
"CCR",88,"P1",2024-09-30,10.3,1013.7648,NA,NA,11,14.5542,3.7375,36.286,127.247
"CCR",88,"P1",2024-09-30,10.4,1013.7648,NA,NA,11,14.5493,3.5428,33.852,127.248
"CCR",88,"P1",2024-09-30,10.5,1013.7648,NA,NA,11,14.5335,3.4786,32.612,127.785
"CCR",88,"P1",2024-09-30,10.6,1013.7648,NA,NA,11,14.5186,2.9914,28.178,127.935
"CCR",88,"P1",2024-09-30,10.7,1013.7648,NA,NA,11,14.5455,3.1589,31.142,127.686
"CCR",88,"P1",2024-09-30,10.7,1013.7648,NA,NA,11,14.5401,3.1634,31.241,127.737
"CCR",90,"C2",2024-09-30,0.1,561.7464,NA,NA,4.3,21.7492,5.6258,67.329,113.76
"CCR",90,"C2",2024-09-30,0.2,561.7464,NA,NA,4.3,22.2999,7.2772,87.59,113.913
"CCR",90,"C2",2024-09-30,0.3,561.7464,NA,NA,4.3,22.3499,7.6044,95.5,114.211
"CCR",90,"C2",2024-09-30,0.4,561.7464,NA,NA,4.3,22.3989,8.6301,110.676,114.308
"CCR",90,"C2",2024-09-30,0.5,561.7464,NA,NA,4.3,22.4138,9.5536,104.67,114.215
"CCR",90,"C2",2024-09-30,0.6,561.7464,NA,NA,4.3,22.4174,8.9812,101.199,114.273
"CCR",90,"C2",2024-09-30,0.7,561.7464,NA,NA,4.3,22.421,8.7742,100.421,114.294
"CCR",90,"C2",2024-09-30,0.8,561.7464,NA,NA,4.3,22.4224,8.703,100.343,114.318
"CCR",90,"C2",2024-09-30,0.9,561.7464,NA,NA,4.3,22.4223,8.6998,100.282,114.314
"CCR",90,"C2",2024-09-30,1,561.7464,NA,NA,4.3,22.4219,8.7099,100.279,114.262
"CCR",90,"C2",2024-09-30,1.1,561.7464,NA,NA,4.3,22.4201,8.696,100.265,114.283
"CCR",90,"C2",2024-09-30,1.2,561.7464,NA,NA,4.3,22.4209,8.7102,100.485,114.194
"CCR",90,"C2",2024-09-30,1.3,561.7464,NA,NA,4.3,22.4203,8.7065,100.245,114.403
"CCR",90,"C2",2024-09-30,1.4,561.7464,NA,NA,4.3,22.4206,8.6969,100.412,114.391
"CCR",90,"C2",2024-09-30,1.5,561.7464,NA,NA,4.3,22.419,8.6786,100.246,114.505
"CCR",90,"C2",2024-09-30,1.6,561.7464,NA,NA,4.3,22.4187,8.6956,100.007,114.462
"CCR",90,"C2",2024-09-30,1.7,561.7464,NA,NA,4.3,22.4184,8.7019,100.326,114.457
"CCR",90,"C2",2024-09-30,1.8,561.7464,NA,NA,4.3,22.4186,8.6753,99.935,114.37
"CCR",90,"C2",2024-09-30,1.9,561.7464,NA,NA,4.3,22.419,8.6788,100.254,114.47
"CCR",90,"C2",2024-09-30,2,561.7464,NA,NA,4.3,22.4188,8.6801,100.263,114.455
"CCR",90,"C2",2024-09-30,2.1,561.7464,NA,NA,4.3,22.4188,8.6926,100.008,114.366
"CCR",90,"C2",2024-09-30,2.2,561.7464,NA,NA,4.3,22.4181,8.6777,100.351,114.479
"CCR",90,"C2",2024-09-30,2.3,561.7464,NA,NA,4.3,22.4163,8.6883,99.917,114.468
"CCR",90,"C2",2024-09-30,2.4,561.7464,NA,NA,4.3,22.4157,8.6515,99.92,114.486
"CCR",90,"C2",2024-09-30,2.5,561.7464,NA,NA,4.3,22.4065,8.6795,100.135,114.445
"CCR",90,"C2",2024-09-30,2.6,561.7464,NA,NA,4.3,22.4083,8.6682,100.101,114.499
"CCR",90,"C2",2024-09-30,2.7,561.7464,NA,NA,4.3,22.4071,8.7038,100.489,114.548
"CCR",90,"C2",2024-09-30,2.8,561.7464,NA,NA,4.3,22.4123,8.6999,99.926,114.521
"CCR",90,"C2",2024-09-30,2.9,561.7464,NA,NA,4.3,22.4131,8.6535,99.887,114.51
"CCR",90,"C2",2024-09-30,3,561.7464,NA,NA,4.3,22.4121,8.6849,99.914,114.526
"CCR",90,"C2",2024-09-30,3.1,561.7464,NA,NA,4.3,22.4114,8.6627,100.019,114.501
"CCR",90,"C2",2024-09-30,3.2,561.7464,NA,NA,4.3,22.4115,8.6739,99.877,114.401
"CCR",90,"C2",2024-09-30,3.3,561.7464,NA,NA,4.3,22.4101,8.6387,99.807,114.404
"CCR",90,"C2",2024-09-30,3.4,561.7464,NA,NA,4.3,22.4063,8.6496,99.537,114.314
"CCR",90,"C2",2024-09-30,3.5,561.7464,NA,NA,4.3,22.3963,8.6095,98.883,113.826
"CCR",90,"C2",2024-09-30,3.6,561.7464,NA,NA,4.3,22.3732,8.5604,97.705,112.892
"CCR",90,"C2",2024-09-30,3.7,561.7464,NA,NA,4.3,22.3425,8.4275,96.491,112.507
"CCR",90,"C2",2024-09-30,3.8,561.7464,NA,NA,4.3,22.3167,8.3907,96.021,111.36
"CCR",90,"C2",2024-09-30,3.9,561.7464,NA,NA,4.3,22.2272,8.2434,92.22,108.014
"CCR",90,"C2",2024-09-30,3.9,561.7464,NA,NA,4.3,22.1567,7.7635,91.193,110.89
"CCR",50,"P2",2024-10-28,0.2,1527.3528,82.296,196.2912,20,15.746,9.8978,101.971,131.894
"CCR",50,"P2",2024-10-28,0.3,1527.3528,82.296,196.2912,20,16.1599,10.0268,105.742,130.165
"CCR",50,"P2",2024-10-28,0.4,1527.3528,82.296,196.2912,20,16.2422,10.5242,108.975,132.162
"CCR",50,"P2",2024-10-28,0.5,1527.3528,82.296,196.2912,20,16.2146,7.1526,70.309,129.677
"CCR",50,"P2",2024-10-28,0.6,1527.3528,82.296,196.2912,20,14.6439,5.7476,56.398,132.783
"CCR",50,"P2",2024-10-28,0.7,1527.3528,82.296,196.2912,20,15.542,6.3097,93.888,135.238
"CCR",50,"P2",2024-10-28,0.8,1527.3528,82.296,196.2912,20,16.5032,9.4524,96.672,134.955
"CCR",50,"P2",2024-10-28,0.9,1527.3528,82.296,196.2912,20,16.5032,9.4375,96.742,135.02
"CCR",50,"P2",2024-10-28,1,1527.3528,82.296,196.2912,20,16.5041,9.4441,97.108,135.091
"CCR",50,"P2",2024-10-28,1.1,1527.3528,82.296,196.2912,20,16.5046,9.4872,97.242,135.097
"CCR",50,"P2",2024-10-28,1.2,1527.3528,82.296,196.2912,20,16.5009,9.4952,97.279,134.967
"CCR",50,"P2",2024-10-28,1.3,1527.3528,82.296,196.2912,20,16.498,9.4983,97.233,135.006
"CCR",50,"P2",2024-10-28,1.4,1527.3528,82.296,196.2912,20,16.4929,9.4928,97.16,135.072
"CCR",50,"P2",2024-10-28,1.5,1527.3528,82.296,196.2912,20,16.4984,9.507,97.22,135.021
"CCR",50,"P2",2024-10-28,1.6,1527.3528,82.296,196.2912,20,16.4972,9.507,97.322,135.111
"CCR",50,"P2",2024-10-28,1.7,1527.3528,82.296,196.2912,20,16.4995,9.5179,97.476,135.063
"CCR",50,"P2",2024-10-28,1.8,1527.3528,82.296,196.2912,20,16.4938,9.5046,97.358,135.086
"CCR",50,"P2",2024-10-28,1.9,1527.3528,82.296,196.2912,20,16.4945,9.5469,97.627,135.08
"CCR",50,"P2",2024-10-28,2,1527.3528,82.296,196.2912,20,16.4977,9.5127,97.423,135.035
"CCR",50,"P2",2024-10-28,2.1,1527.3528,82.296,196.2912,20,16.4977,9.522,97.532,135.085
"CCR",50,"P2",2024-10-28,2.2,1527.3528,82.296,196.2912,20,16.4929,9.5285,97.704,135.02
"CCR",50,"P2",2024-10-28,2.3,1527.3528,82.296,196.2912,20,16.4966,9.538,97.643,135.124
"CCR",50,"P2",2024-10-28,2.4,1527.3528,82.296,196.2912,20,16.4916,9.5291,97.574,135.065
"CCR",50,"P2",2024-10-28,2.5,1527.3528,82.296,196.2912,20,16.4963,9.5128,97.314,135.089
"CCR",50,"P2",2024-10-28,2.6,1527.3528,82.296,196.2912,20,16.4903,9.4969,97.31,135.1
"CCR",50,"P2",2024-10-28,2.7,1527.3528,82.296,196.2912,20,16.4911,9.5021,97.201,135.122
"CCR",50,"P2",2024-10-28,2.8,1527.3528,82.296,196.2912,20,16.4946,9.4885,97.2,135.067
"CCR",50,"P2",2024-10-28,2.9,1527.3528,82.296,196.2912,20,16.4936,9.4979,97.49,135.056
"CCR",50,"P2",2024-10-28,3,1527.3528,82.296,196.2912,20,16.4926,9.5201,97.492,135.092
"CCR",50,"P2",2024-10-28,3.1,1527.3528,82.296,196.2912,20,16.4915,9.5207,97.409,135.142
"CCR",50,"P2",2024-10-28,3.2,1527.3528,82.296,196.2912,20,16.4866,9.4812,97.507,135.137
"CCR",50,"P2",2024-10-28,3.3,1527.3528,82.296,196.2912,20,16.4841,9.5196,97.536,135.061
"CCR",50,"P2",2024-10-28,3.4,1527.3528,82.296,196.2912,20,16.4886,9.5535,97.768,135.196
"CCR",50,"P2",2024-10-28,3.5,1527.3528,82.296,196.2912,20,16.4918,9.5384,97.475,135.074
"CCR",50,"P2",2024-10-28,3.6,1527.3528,82.296,196.2912,20,16.4929,9.5309,97.513,135.109
"CCR",50,"P2",2024-10-28,3.7,1527.3528,82.296,196.2912,20,16.4921,9.5425,97.679,135.02
"CCR",50,"P2",2024-10-28,3.8,1527.3528,82.296,196.2912,20,16.4925,9.4846,97.019,135.094
"CCR",50,"P2",2024-10-28,3.9,1527.3528,82.296,196.2912,20,16.4923,9.5132,97.559,134.998
"CCR",50,"P2",2024-10-28,4,1527.3528,82.296,196.2912,20,16.4923,9.5232,97.668,135.115
"CCR",50,"P2",2024-10-28,4.1,1527.3528,82.296,196.2912,20,16.491,9.5484,97.837,135.127
"CCR",50,"P2",2024-10-28,4.2,1527.3528,82.296,196.2912,20,16.4919,9.5297,97.504,135.126
"CCR",50,"P2",2024-10-28,4.3,1527.3528,82.296,196.2912,20,16.4903,9.5242,97.696,135.161
"CCR",50,"P2",2024-10-28,4.4,1527.3528,82.296,196.2912,20,16.491,9.5468,97.721,135.126
"CCR",50,"P2",2024-10-28,4.5,1527.3528,82.296,196.2912,20,16.4865,9.5279,97.393,135.071
"CCR",50,"P2",2024-10-28,4.6,1527.3528,82.296,196.2912,20,16.4832,9.5445,97.654,135.121
"CCR",50,"P2",2024-10-28,4.7,1527.3528,82.296,196.2912,20,16.4861,9.5085,97.251,135.158
"CCR",50,"P2",2024-10-28,4.8,1527.3528,82.296,196.2912,20,16.4886,9.5226,97.849,135.109
"CCR",50,"P2",2024-10-28,4.9,1527.3528,82.296,196.2912,20,16.4857,9.5342,97.53,135.15
"CCR",50,"P2",2024-10-28,5,1527.3528,82.296,196.2912,20,16.4849,9.5204,97.457,129.396
"CCR",50,"P2",2024-10-28,5.2,1527.3528,82.296,196.2912,20,16.4848,9.5612,97.764,135.054
"CCR",50,"P2",2024-10-28,5.2,1527.3528,82.296,196.2912,20,16.4853,9.5594,97.705,135.072
"CCR",50,"P2",2024-10-28,5.3,1527.3528,82.296,196.2912,20,16.4869,9.5212,97.512,135.139
"CCR",50,"P2",2024-10-28,5.4,1527.3528,82.296,196.2912,20,16.486,9.5503,98.048,135.132
"CCR",50,"P2",2024-10-28,5.5,1527.3528,82.296,196.2912,20,16.4861,9.5293,97.754,135.186
"CCR",50,"P2",2024-10-28,5.6,1527.3528,82.296,196.2912,20,16.4854,9.555,97.491,135.085
"CCR",50,"P2",2024-10-28,5.7,1527.3528,82.296,196.2912,20,16.4866,9.5479,97.538,135.181
"CCR",50,"P2",2024-10-28,5.8,1527.3528,82.296,196.2912,20,16.4844,9.5492,98.108,135.058
"CCR",50,"P2",2024-10-28,5.9,1527.3528,82.296,196.2912,20,16.4784,9.5449,97.724,135.128
"CCR",50,"P2",2024-10-28,6,1527.3528,82.296,196.2912,20,16.4833,9.5171,97.655,135.103
"CCR",50,"P2",2024-10-28,6.1,1527.3528,82.296,196.2912,20,16.4834,9.5598,97.657,135.061
"CCR",50,"P2",2024-10-28,6.2,1527.3528,82.296,196.2912,20,16.4786,9.5425,97.829,133.987
"CCR",50,"P2",2024-10-28,6.2,1527.3528,82.296,196.2912,20,16.4782,9.5489,97.916,129.428
"CCR",50,"P2",2024-10-28,6.6,1527.3528,82.296,196.2912,20,16.4806,9.5729,97.771,135.098
"CCR",50,"P2",2024-10-28,6.7,1527.3528,82.296,196.2912,20,16.4838,9.5226,97.642,135.17
"CCR",50,"P2",2024-10-28,6.8,1527.3528,82.296,196.2912,20,16.4832,9.5552,97.715,135.087
"CCR",50,"P2",2024-10-28,6.9,1527.3528,82.296,196.2912,20,16.4789,9.5433,97.762,135.247
"CCR",50,"P2",2024-10-28,7,1527.3528,82.296,196.2912,20,16.4742,9.5521,97.773,135.134
"CCR",50,"P2",2024-10-28,7.1,1527.3528,82.296,196.2912,20,16.4743,9.5473,97.688,135.195
"CCR",50,"P2",2024-10-28,7.2,1527.3528,82.296,196.2912,20,16.4674,9.5773,97.776,135.138
"CCR",50,"P2",2024-10-28,7.3,1527.3528,82.296,196.2912,20,16.4755,9.5316,97.743,135.197
"CCR",50,"P2",2024-10-28,7.4,1527.3528,82.296,196.2912,20,16.4776,9.5605,98.09,135.186
"CCR",50,"P2",2024-10-28,7.5,1527.3528,82.296,196.2912,20,16.4765,9.5602,97.625,135.167
"CCR",50,"P2",2024-10-28,7.6,1527.3528,82.296,196.2912,20,16.4758,9.5304,97.642,135.168
"CCR",50,"P2",2024-10-28,7.7,1527.3528,82.296,196.2912,20,16.4746,9.5501,97.76,131.926
